ID|COUPONCODE|COUPONTYPE|CREATED_AT|CUSTOMERNAME|CUSTOMERREVIEW|GROSSMARGIN|ORDERTYPE|PAYMENTTYPE|AMOUNT|SERVINGTIME|TXNID|PRODUCT_ID|STORE_ID|CUSTOMER_ID
37302520||One-time Personal|2019-07-27 09:37:43.000000|Sebastian Vance|2|5.06|drive-thru|Cash|12.45|576|WH9SNJNWGL|4463|8833|1252
34115460|10%OFF|One-time Personal|2019-06-19 14:40:27.000000|Amelia Hudson|1|1.72|drive-thru|Google Pay|3.72|45|A6I0SZ2L3Z|4077|8080|573
35204005|BUY5GET1|Regional|2019-06-17 16:54:03.000000|Kevin King|2|2.12|call-in|Paypal|3.12|522|86NKQK6B3V|4037|8558|1797
34228108|10%OFF|Multi-Use Personal|2019-09-13 11:03:42.000000|David Ball|1|1.60|call-in|Paypal|3.60|584|J1FMQQORT6|4080|8515|2835
39285255||One-time Personal|2019-03-01 17:55:18.000000|Adrian Johnston|1|0.92|drive-thru|Google Pay|4.92|270|TSKHBIMZL5|4516|8015|2275
34420696|10%OFF|Multi-Use Personal|2018-03-30 07:46:46.000000|Zoe Quinn|2|0.28|mobile-app|Apple Pay|2.28|355|W97FTWCAG1|4174|8408|2175
34368103|5%OFF|One-time Personal|2017-11-21 09:12:20.000000|Blake Sanderson|1|1.68|call-in|Debit Card|7.68|220|RKNX6PYW7I|4222|8197|2872
34597307|10%OFF|National|2019-01-16 10:12:56.000000|Tim Mills|5|2.48|drive-thru|Gift Card|8.48|266|PA80VSYO7P|4007|8122|1482
35878457|5%OFF|One-time Personal|2019-04-10 14:28:30.000000|Blake Hardacre|5|0.00|drive-thru|Debit Card|8.00|78|5CYMNHKOPM|4551|8724|3490
40122356|10%OFF|Regional|2019-09-13 11:39:29.000000|Olivia Dowd|4|2.10|call-in|Paypal|6.10|254|PQSG3EDL6C|4485|8316|3074
35113296|5%OFF|One-time Personal|2019-04-06 13:21:10.000000|Lucas Short|3|0.49|in-store|Cash|7.49|477|VWJULJ8FPQ|4042|8598|368
35755704||National|2019-01-02 14:06:42.000000|Peter Fisher|1|4.07|mobile-app|Google Pay|11.07|131|QPENPWNFZ7|4532|8731|3708
34534224|BUY5GET1|National|2018-11-10 10:33:33.000000|Madeleine Powell|3|1.42|in-store|Apple Pay|2.42|472|RZ3PCM0UJZ|4175|8220|1636
35260755|10%OFF|Regional|2019-07-23 17:24:41.000000|Boris Marshall|4|2.89|in-store|Credit Card|8.89|496|4TOEBGSW5Q|4029|8569|1590
35694367|10%OFF|One-time Personal|2018-11-07 08:50:25.000000|Kimberly Martin|3|1.12|in-store|Debit Card|8.12|425|1EPW919A4S|4570|8721|3419
35128080|5%OFF|Regional|2019-04-20 14:36:51.000000|Alexander Slater|2|1.20|drive-thru|Paypal|7.20|600|E9LNTHFMQP|4036|8674|2992
33693464|10%OFF|National|2018-03-28 10:26:12.000000|Nathan Hughes|3|0.52|call-in|Debit Card|2.52|135|EG4ANELAIZ|4079|8127|2656
34788809|BUY5GET1|Regional|2019-09-05 16:33:01.000000|Claire Forsyth|5|0.54|in-store|Gift Card|2.54|474|VRFGP2SFKI|4190|8085|2988
34070849||Multi-Use Personal|2019-05-16 17:23:43.000000|Theresa Oliver|4|1.04|drive-thru|Credit Card|2.04|307|UR3MPWVPNZ|4074|8271|863
36431417||Multi-Use Personal|2018-06-25 16:30:13.000000|Alexandra Henderson|2|0.66|call-in|Google Pay|6.66|526|4DPSZN1OB0|4110|8251|2056
34674916|BOGO|Regional|2019-04-11 16:08:12.000000|Dylan Wallace|2|0.88|drive-thru|Stripe|4.88|68|1XGJ8OPV4M|4177|8474|103
35311871|5%OFF|National|2019-08-22 12:51:37.000000|Gordon Abraham|5|0.24|drive-thru|Cash|8.24|172|5Y41JM7O8K|4017|8572|2946
33704061|BUY5GET1|Multi-Use Personal|2018-04-12 09:08:10.000000|Pippa Robertson|2|0.75|in-store|Cash|3.75|425|IAX5MJB4I7|4082|8079|1704
34504176|5%OFF|Multi-Use Personal|2018-09-25 13:39:02.000000|Piers Wilson|3|0.19|drive-thru|Credit Card|1.19|384|41WIQY3HG8|4201|8092|37
37055886|5%OFF|National|2018-10-16 17:50:55.000000|Stephanie Allan|5|2.60|call-in|Cash|7.30|260|T7JQZL6U29|4439|8155|3857
34656831|10%OFF|National|2019-03-18 09:50:11.000000|Lillian Davies|2|3.98|in-store|Debit Card|10.98|502|ROJKLDKAHF|4218|8311|2319
34973968|BUY5GET1|National|2018-09-08 16:43:46.000000|Alison Scott|5|0.91|call-in|Paypal|7.91|594|HEI7IT9OZV|4041|8590|414
37135836||Regional|2019-02-04 16:45:32.000000|Evan Davies|1|4.68|mobile-app|Cash|10.73|104|P4J8BRSD1I|4446|8895|838
36621063|10%OFF|National|2019-03-09 17:48:57.000000|Melanie Walsh|1|2.84|in-store|Apple Pay|3.84|272|MD7PTNDO0P|4112|8653|3185
35913034|10%OFF|Multi-Use Personal|2019-05-03 18:21:58.000000|Trevor Oliver|3|1.26|drive-thru|Stripe|2.26|552|GV3NS2F0RQ|4543|8781|3046
35109587|10%OFF|Multi-Use Personal|2019-04-01 08:24:23.000000|Carl Walsh|1|1.85|call-in|Cash|5.85|41|CHRYFZ5O1N|4020|8624|3242
37531962|5%OFF|Regional|2019-05-03 08:04:32.000000|Anne Dickens|1|1.35|drive-thru|Stripe|6.35|182|A461HD015C|4406|8571|2326
34637335|BUY5GET1|National|2019-02-22 16:09:23.000000|Faith McDonald|3|0.12|call-in|Gift Card|4.12|46|OIB8PZ1YRI|4177|8400|1240
34947800||One-time Personal|2018-08-06 13:35:16.000000|Sally Springer|5|0.14|in-store|Apple Pay|7.14|73|P6DQHCHORZ|4014|8582|765
35641921||One-time Personal|2018-09-19 11:06:38.000000|Adrian Hill|2|1.05|call-in|Debit Card|6.05|273|3CNJSPJ6DJ|4527|8754|817
34600604||One-time Personal|2019-01-20 00:00:00.000000|Zoe Kelly|3|1.20|drive-thru|Gift Card|7.20|70|ZF3VRHKA1G|4223|8457|1680
34096878||Regional|2019-06-04 08:51:46.000000|Tim Young|5|0.63|mobile-app|Apple Pay|7.63|92|ER32FO262Y|4087|8219|2691
35043585||Regional|2018-12-28 08:08:48.000000|Sarah Lawrence|5|3.56|mobile-app|Cash|7.56|34|K9UDICABSS|4025|8567|3449
33750818|5%OFF|National|2018-06-28 10:53:12.000000|Jan White|1|1.96|in-store|Google Pay|8.96|548|VL38A7A2U5|4086|8215|1746
35142274|10%OFF|Regional|2019-05-04 17:27:29.000000|Sebastian Buckland|4|0.46|drive-thru|Cash|2.46|439|RYFLDTJHHG|4024|8637|2978
39851647|BUY5GET1|Regional|2019-03-12 11:17:21.000000|Charles Greene|2|2.87|in-store|Credit Card|3.87|143|Z5QYRV78VJ|4478|8729|3971
39946436|BOGO|Regional|2019-05-24 09:02:19.000000|Irene Bower|2|1.02|call-in|Credit Card|2.02|435|XKHO3YKC37|4480|8226|216
39193695|BUY5GET1|One-time Personal|2018-10-17 12:08:48.000000|Rebecca Cameron|4|0.28|drive-thru|Gift Card|7.28|540|41Y5ZU85FP|4509|8719|1061
34896953|BOGO|One-time Personal|2018-05-31 11:58:30.000000|Lucas McGrath|2|1.40|call-in|Google Pay|8.40|485|FP6L50SDZ6|4044|8599|1523
34693227|BUY5GET1|Regional|2019-05-07 14:39:51.000000|Samantha Nash|1|0.78|in-store|Credit Card|6.78|353|VO4DFTYZQD|4008|8527|2897
34371717|BOGO|National|2017-12-02 16:33:03.000000|Natalie Lyman|5|1.19|in-store|Gift Card|8.19|44|B7SZA1DL58|4210|8417|2252
39092735|BOGO|One-time Personal|2018-04-01 13:43:11.000000|Samantha Quinn|1|0.52|in-store|Paypal|4.52|270|AQ1XJ33Z14|4516|8908|1149
34094238||One-time Personal|2019-06-02 10:23:42.000000|Alan Carr|5|0.02|call-in|Paypal|2.02|51|98J6D8MDRQ|4079|8492|611
38559084|BOGO|Regional|2019-06-07 16:07:18.000000|Bernadette Gill|3|0.64|mobile-app|Paypal|4.64|41|POH89G4QCS|4357|8435|448
34371169|BOGO|Multi-Use Personal|2017-11-30 10:13:49.000000|Piers Hardacre|5|0.01|drive-thru|Gift Card|1.01|499|C69ET1EZOY|4192|8245|3244
37452253|10%OFF|One-time Personal|2018-09-29 11:15:02.000000|Victor Berry|1|1.36|in-store|Apple Pay|6.36|21|ZBB934LIWD|4404|8985|1480
33764666|BUY5GET1|One-time Personal|2018-07-19 09:56:10.000000|Pippa Alsop|1|0.18|in-store|Google Pay|3.18|19|SV166JFF7K|4083|8362|2301
35319881|10%OFF|National|2019-08-27 12:44:21.000000|Claire North|4|1.20|in-store|Debit Card|7.20|47|H0751CCI8T|4030|8595|52
34042794|BUY5GET1|Regional|2019-04-26 07:28:52.000000|Max Slater|1|0.81|call-in|Paypal|3.81|235|8NQ8G8G3OS|4082|8335|962
34501021|10%OFF|Multi-Use Personal|2018-09-19 09:30:18.000000|Edward Alsop|5|1.70|in-store|Debit Card|7.70|469|PP5N3GSILN|4006|8289|1170
38126516||Regional|2018-07-09 12:26:53.000000|Eric Henderson|4|0.52|call-in|Cash|2.52|192|UA9JVDUMNR|4265|8945|71
34465912|BUY5GET1|National|2018-07-12 12:58:38.000000|Boris Alsop|5|1.80|in-store|Apple Pay|8.80|351|JUZ47BBJ1P|4219|8261|2712
33584078|BOGO|Multi-Use Personal|2019-07-25 08:03:27.000000|Simon Hamilton|3|2.82|call-in|Apple Pay|4.97|9|BMZJAVKB8A|4427|8851|3428
34524899||National|2018-10-31 07:39:32.000000|Diane McGrath|2|0.24|in-store|Debit Card|2.24|39|ISNH9P5GP3|4174|8213|1531
34520510|10%OFF|National|2018-10-24 07:18:00.000000|Warren Rampling|3|0.18|in-store|Google Pay|1.18|165|G3JN03ECND|4201|8467|3846
36440200|5%OFF|One-time Personal|2018-07-05 14:42:45.000000|Max Morgan|3|1.44|mobile-app|Debit Card|4.44|120|B6ZXR1IQS5|4128|8290|1021
35189970|BUY5GET1|Multi-Use Personal|2019-06-07 07:16:35.000000|Pippa Hunter|2|0.77|in-store|Credit Card|7.77|22|W1RGBQJ48D|4014|8559|2433
33635080||Multi-Use Personal|2017-10-25 13:58:57.000000|Carol Piper|5|0.04|call-in|Google Pay|2.04|546|NAS4H8TGF3|4079|8245|2662
35336338||Multi-Use Personal|2019-09-10 09:05:59.000000|Sally Hart|3|1.33|mobile-app|Paypal|8.33|20|VBX9KGQIDY|4045|8648|3731
36821699|5%OFF|Multi-Use Personal|2019-08-08 13:09:08.000000|Joe Poole|3|0.14|in-store|Paypal|7.14|428|RYA8R13GY7|4116|8645|3968
35779632|5%OFF|Regional|2019-01-22 16:55:30.000000|Justin Walker|2|0.32|drive-thru|Debit Card|4.32|222|Y0EESJSLI2|4555|8696|1101
34385977|BOGO|National|2018-01-08 11:03:11.000000|Deirdre Piper|3|0.24|in-store|Google Pay|3.24|143|6XMEGQVCWB|4196|8108|1473
34966224|5%OFF|National|2018-08-28 13:21:02.000000|Austin Ross|2|2.03|in-store|Google Pay|9.03|159|1C8HH3AFVB|4044|8651|885
34782999|10%OFF|Multi-Use Personal|2019-08-29 10:52:33.000000|Dylan Ince|3|0.87|in-store|Credit Card|3.87|578|Y4NTQ0Q5J6|4189|8278|2829
34429822|5%OFF|One-time Personal|2018-04-22 07:24:59.000000|Madeleine Hodges|3|0.22|drive-thru|Google Pay|2.22|42|JAQN6S4OXM|4190|8442|1581
39146718|10%OFF|Regional|2018-07-27 16:49:36.000000|Gavin Rees|2|0.60|drive-thru|Google Pay|6.60|434|G060MWX691|4510|8510|2830
34777492|BUY5GET1|Regional|2019-08-22 13:07:39.000000|Ruth Ogden|2|2.68|in-store|Apple Pay|9.68|342|I5PKCUOAR7|4179|8315|1734
38885003|BUY5GET1|Multi-Use Personal|2018-08-15 11:37:22.000000|Madeleine Davies|4|1.73|drive-thru|Stripe|4.44|183|RQ6C47J9AW|4469|8343|3097
39353368||One-time Personal|2019-05-20 12:02:47.000000|Michelle Bailey|4|1.24|mobile-app|Cash|2.24|161|I2U23ZJ0AW|4502|8076|1658
33659593|BUY5GET1|One-time Personal|2018-01-11 16:27:32.000000|Irene Hamilton|5|3.99|in-store|Paypal|9.99|164|T63S4U1ONY|4088|8416|3554
38033274|10%OFF|Regional|2018-04-03 11:25:03.000000|Katherine Dowd|5|1.75|in-store|Gift Card|5.75|235|JMV53X4Z1T|4293|8062|226
36104640|10%OFF|Multi-Use Personal|2019-07-09 21:22:09.000000|Eric Dyer|3|2.12|call-in|Google Pay|8.12|418|V4S04WXLK2|4523|8727|2891
34405378|BUY5GET1|National|2018-02-20 16:44:45.000000|Emily Bond|5|2.85|mobile-app|Stripe|5.85|425|JN43Q9Q73K|4176|8260|549
33661152||Regional|2018-01-15 07:58:23.000000|Maria Hodges|1|0.48|call-in|Gift Card|2.48|361|F1GYG5ZL6C|4079|8129|14
34025022|10%OFF|One-time Personal|2019-04-10 17:20:17.000000|Una Gray|5|1.05|mobile-app|Stripe|8.05|342|J909X11G8S|4086|8290|3549
35338385|10%OFF|Multi-Use Personal|2019-09-13 17:44:27.000000|Jason Smith|1|0.56|mobile-app|Google Pay|4.56|297|40FDAEESI8|4027|8667|3728
37474751||One-time Personal|2018-12-07 17:28:33.000000|Pippa Henderson|4|1.62|drive-thru|Stripe|7.62|379|X6WG3GOQMJ|4397|8362|2007
34846087|5%OFF|National|2018-02-10 08:32:19.000000|Pippa Metcalfe|3|0.42|in-store|Debit Card|7.42|276|0DLRPGT18J|4041|8638|181
35199397|5%OFF|Multi-Use Personal|2019-06-14 15:38:01.000000|Donna Underwood|2|2.51|mobile-app|Paypal|3.51|167|SJL724V3UB|4037|8594|1956
34595981||One-time Personal|2019-01-14 09:35:32.000000|Stewart Churchill|4|1.98|mobile-app|Apple Pay|7.98|379|PPOJHQQ67S|4221|8547|27
34503387|BOGO|Regional|2018-09-24 14:00:16.000000|Adam Black|1|2.26|mobile-app|Paypal|8.26|308|DWFNUUECT3|4006|8158|961
39283703|5%OFF|One-time Personal|2019-02-27 09:06:36.000000|Jane Ellison|4|0.88|mobile-app|Cash|4.88|61|K8IX62SGMI|4513|8444|1976
34738443|BUY5GET1|Regional|2019-07-04 16:44:32.000000|Caroline Knox|2|3.90|in-store|Paypal|9.90|546|204K29UGOM|4209|8077|1783
34864908|5%OFF|One-time Personal|2018-04-03 17:30:16.000000|Austin Ross|5|1.26|in-store|Debit Card|2.26|392|DWAXCAQQC5|4038|8604|885
34610934|10%OFF|Multi-Use Personal|2019-01-29 10:57:08.000000|Leonard Parr|1|0.17|in-store|Paypal|1.17|372|RF27DY0WJR|4192|8280|721
33743694|BUY5GET1|One-time Personal|2018-06-17 10:42:40.000000|Alexandra Turner|3|0.60|mobile-app|Credit Card|3.60|180|THNJZZLILP|4082|8358|3509
34194089||Regional|2019-08-19 12:09:25.000000|Ruth Vaughan|2|3.63|call-in|Debit Card|9.63|516|UE83N5XLVX|4088|8352|1816
34111186|BUY5GET1|Regional|2019-06-16 17:18:37.000000|Wendy Gill|1|1.75|call-in|Credit Card|8.75|163|1JI059JV2Z|4090|8547|1249
33779338|BUY5GET1|One-time Personal|2018-08-09 09:08:23.000000|Richard McGrath|2|1.84|mobile-app|Stripe|3.84|462|URV5EHJWNB|4077|8396|2482
34235620|BOGO|National|2019-09-18 15:09:05.000000|Sonia Ince|5|1.45|drive-thru|Google Pay|3.45|317|EPSLSGF3PT|4080|8200|3245
34618416|BOGO|Regional|2019-02-05 10:19:08.000000|Grace Roberts|1|2.32|mobile-app|Apple Pay|8.32|105|VLOWMJ654L|4007|8433|1627
34953616|BUY5GET1|National|2018-08-13 07:38:27.000000|Jan Jackson|5|2.96|in-store|Apple Pay|8.96|175|TLAZTNTW9H|4013|8665|1599
34966921|5%OFF|Multi-Use Personal|2018-08-29 08:55:04.000000|Dan Underwood|1|0.22|call-in|Debit Card|1.22|13|8B65S785H9|4039|8559|2877
35449653|10%OFF|One-time Personal|2018-04-26 20:45:54.000000|Kimberly Ince|1|0.48|call-in|Google Pay|6.48|581|6QPQVZ5EHE|4573|8776|2125
34560631||Multi-Use Personal|2018-12-09 14:21:10.000000|Diane Manning|2|0.48|call-in|Credit Card|4.48|321|P6P4I5NCE1|4177|8389|1817
33671163|BUY5GET1|Regional|2018-02-08 16:20:35.000000|Andrea Allan|4|5.34|drive-thru|Gift Card|11.34|61|JEFNWR41CA|4088|8136|664
34772344|BUY5GET1|Regional|2019-08-16 10:12:07.000000|Amy Allan|3|1.26|in-store|Gift Card|7.26|257|YIZ5A5UL8O|4222|8389|1084
34638545|BUY5GET1|Multi-Use Personal|2019-02-22 08:41:44.000000|Lauren Greene|1|4.43|drive-thru|Credit Card|11.43|84|LOWRRZQVAQ|4218|8321|308
34029732|5%OFF|National|2019-04-14 11:07:49.000000|Emma Bell|5|0.06|call-in|Stripe|2.06|199|WM50BV3U1G|4078|8512|3537
33827522|BOGO|Regional|2018-10-05 07:28:03.000000|Natalie Kelly|3|2.28|call-in|Google Pay|9.28|444|VXLDQE8RGH|4085|8142|3438
38077038|10%OFF|Multi-Use Personal|2018-05-27 17:38:45.000000|Joseph Wilson|3|0.30|drive-thru|Cash|2.30|45|3VE3EMSF38|4360|8056|136
34685675|BUY5GET1|Multi-Use Personal|2019-04-26 12:55:14.000000|Virginia May|5|2.52|call-in|Gift Card|9.52|473|J4Y76OS5GE|4220|8409|3471
34986230|BOGO|Multi-Use Personal|2018-09-30 11:36:47.000000|Elizabeth Knox|4|0.03|call-in|Google Pay|1.03|200|NY06T79YQC|4039|8655|1413
36449998|10%OFF|National|2018-07-18 08:21:54.000000|Benjamin Peake|4|2.72|in-store|Stripe|3.72|136|7XODTR342Y|4121|8344|2806
37098770|10%OFF|Multi-Use Personal|2018-12-17 08:49:36.000000|Joshua Burgess|1|4.25|call-in|Credit Card|10.97|111|H5KTX4OQQ8|4441|8407|1126
34520067|BUY5GET1|National|2018-10-23 15:35:36.000000|Julian Paterson|2|1.82|mobile-app|Gift Card|8.82|456|SHJK146OSB|4211|8537|2105
39522426|BUY5GET1|National|2018-02-25 15:56:47.000000|Richard Kerr|3|0.15|drive-thru|Apple Pay|5.15|440|TNQSABI7O7|4498|8383|3111
34377715|10%OFF|National|2017-12-18 14:22:34.000000|Edward MacDonald|3|0.48|drive-thru|Paypal|3.48|134|E6T3ZU0HHO|4178|8189|2198
39715956||Regional|2018-11-16 15:05:21.000000|Michelle Glover|2|0.12|mobile-app|Google Pay|4.12|241|TJN2YCUXXW|4486|8193|1764
36434560|5%OFF|Regional|2018-06-28 15:47:38.000000|Leah Burgess|2|2.50|drive-thru|Cash|7.50|252|BREDX88NHC|4125|8710|2853
37733537|BUY5GET1|National|2018-10-24 09:34:59.000000|Neil Nash|2|3.38|call-in|Paypal|7.38|267|D14H6DA12Q|4055|8433|865
34456890||Regional|2018-06-23 09:39:16.000000|Carol MacLeod|2|1.19|call-in|Cash|8.19|441|P26RUBJI3H|4211|8131|3124
33891031|10%OFF|One-time Personal|2018-12-11 12:07:06.000000|Colin Smith|1|0.02|mobile-app|Credit Card|2.02|308|D2PIWQA7VL|4079|8450|2634
34463650|BUY5GET1|One-time Personal|2018-07-07 15:39:04.000000|Luke Hill|5|1.63|mobile-app|Stripe|7.63|452|1QN6EAUUG4|4221|8203|729
36178474|BUY5GET1|Regional|2019-08-04 19:39:00.000000|Richard Arnold|5|1.30|drive-thru|Debit Card|6.30|26|O75QZ7W9Q7|4561|8760|3233
38333097|BUY5GET1|Multi-Use Personal|2019-01-10 17:17:16.000000|Fiona Davies|4|0.04|call-in|Paypal|2.04|460|BQFIV5IL2X|4237|8445|2823
37322854|10%OFF|National|2019-08-15 07:31:01.000000|Deirdre Bower|3|4.58|call-in|Gift Card|6.51|538|E72SP3CA2G|4438|8377|355
35632844|5%OFF|Regional|2018-09-09 14:02:21.000000|Nicola Piper|2|0.16|call-in|Stripe|2.16|321|5OI241UFZZ|4557|8689|3918
34676999|10%OFF|One-time Personal|2019-04-14 10:54:34.000000|Diane Manning|5|0.24|in-store|Apple Pay|6.24|589|7QTG1156YN|4222|8482|1817
34570260|BUY5GET1|Multi-Use Personal|2018-12-19 10:41:20.000000|Sam Thomson|1|1.47|mobile-app|Google Pay|8.47|175|X0LRGWVIX9|4208|8207|2956
34536159|10%OFF|Multi-Use Personal|2018-11-12 10:08:46.000000|Alexander McGrath|3|0.87|call-in|Debit Card|3.87|45|D2KY7FWLJ1|4196|8379|3407
35029231|BOGO|National|2018-12-07 17:57:13.000000|Edward Peake|3|1.16|call-in|Cash|8.16|106|XNA6QASD76|4043|8631|2939
34713322|BOGO|One-time Personal|2019-06-02 07:54:11.000000|Kylie Bell|1|0.54|call-in|Apple Pay|3.54|99|N0I8VZF870|4195|8410|3203
37324075|10%OFF|Regional|2019-08-16 07:42:07.000000|Carl Arnold|4|5.01|drive-thru|Apple Pay|11.51|291|WG5ITL3PQE|4461|8319|1553
35125131|BUY5GET1|Regional|2019-04-16 15:38:24.000000|John Mitchell|3|2.00|in-store|Gift Card|8.00|595|2G7G8R75LD|4028|8602|2898
34853953||National|2018-03-05 08:27:06.000000|Chloe Alsop|2|0.58|drive-thru|Debit Card|2.58|593|FCKJ45B9EK|4012|8650|970
34571564|BUY5GET1|Multi-Use Personal|2018-12-20 09:16:57.000000|Penelope Miller|1|3.16|drive-thru|Gift Card|10.16|426|0XCW2KZN7Y|4213|8446|1567
35235131||One-time Personal|2019-07-08 11:05:01.000000|Blake Abraham|4|0.70|mobile-app|Credit Card|7.70|356|AST7QEHPWQ|4042|8650|829
34720151|BUY5GET1|One-time Personal|2019-06-09 12:53:31.000000|Victoria Thomson|2|0.54|call-in|Gift Card|2.54|96|Y4ZT4GDAIY|4205|8153|3460
37322988||Multi-Use Personal|2019-08-15 10:14:57.000000|Penelope Carr|5|1.39|call-in|Cash|5.47|313|MTHXNW7854|4466|8308|97
36019325|BUY5GET1|National|2019-06-10 08:27:34.000000|Jake Blake|2|0.85|drive-thru|Debit Card|5.85|8|7Y4N3V5KT1|4566|8703|3626
33968888|5%OFF|National|2019-02-22 14:49:46.000000|Michelle Knox|5|2.60|call-in|Gift Card|9.60|430|16FKSF4ZVK|4085|8173|346
33892616||Regional|2018-12-12 12:59:34.000000|Amy Peake|4|1.60|call-in|Stripe|3.60|367|FA1NMDDMOQ|4076|8332|2849
33629729|10%OFF|One-time Personal|2017-09-30 16:44:19.000000|Amy Metcalfe|2|1.15|mobile-app|Google Pay|3.15|7|UYOBGZGSDH|4080|8405|1215
39344624||Multi-Use Personal|2019-05-09 17:26:02.000000|Wendy Newman|2|0.16|call-in|Apple Pay|4.16|249|Z3YTVEAIZK|4512|8121|3259
34734719|BUY5GET1|One-time Personal|2019-06-29 17:10:09.000000|Jessica Fisher|1|1.72|mobile-app|Stripe|8.72|167|ZP990XH1GR|4207|8266|3534
34683065||Multi-Use Personal|2019-04-22 13:49:54.000000|Bella Greene|4|0.27|call-in|Apple Pay|1.27|45|GEM755H8QT|4192|8165|1951
35771481|BOGO|Multi-Use Personal|2019-01-15 08:23:34.000000|Ruth Dyer|4|0.48|in-store|Credit Card|3.48|258|FR8QEP927W|4521|8698|3382
34186457|BUY5GET1|One-time Personal|2019-08-13 11:30:15.000000|Sean Brown|5|0.54|drive-thru|Credit Card|2.54|324|WRXT7LVZ30|4081|8163|1332
33924788||One-time Personal|2019-01-13 17:13:19.000000|Amanda Dyer|4|1.82|drive-thru|Google Pay|8.82|476|GV8X8B9APT|4087|8223|384
37043282|10%OFF|Multi-Use Personal|2018-09-28 16:20:34.000000|Trevor Wilson|5|4.83|drive-thru|Paypal|11.76|150|R9V711U9FW|4452|8705|1691
34910181|BUY5GET1|One-time Personal|2018-06-19 12:41:18.000000|Katherine Kerr|3|0.21|mobile-app|Gift Card|7.21|174|LDD9LF4VYO|4014|8665|3130
33267467|BUY5GET1|One-time Personal|2013-07-28 12:20:27.000000|Richard Gill|4|3.00|in-store|Cash|7.00|433|LGZMJMXO5O|4329|8902|3105
34873813||One-time Personal|2018-04-23 17:31:09.000000|Leonard Ince|1|0.63|call-in|Stripe|7.63|430|SJZFQJKBCP|4045|8648|2932
34232228|BOGO|Multi-Use Personal|2019-09-16 11:57:43.000000|Mary Nolan|3|0.26|drive-thru|Credit Card|2.26|53|2116MIXN5P|4078|8210|1595
33655023|5%OFF|National|2017-12-30 12:20:05.000000|Natalie Hamilton|5|1.06|drive-thru|Apple Pay|2.06|388|A68QYK4R86|4074|8193|363
33968167|10%OFF|Multi-Use Personal|2019-02-21 10:29:28.000000|Carolyn Lewis|5|0.00|call-in|Paypal|2.00|208|MBCTDWIWWH|4081|8126|3302
35226999||One-time Personal|2019-07-03 12:30:17.000000|Joe Butler|5|1.48|drive-thru|Gift Card|2.48|342|ROYTYXH94U|4038|8670|2227
34489156|BUY5GET1|Regional|2018-08-29 15:29:36.000000|Julian Berry|3|0.24|in-store|Credit Card|1.24|32|HMOL3F5BRS|4202|8371|2277
36806399|10%OFF|Multi-Use Personal|2019-07-31 15:54:10.000000|Lillian Hunter|3|0.85|mobile-app|Gift Card|5.85|2|P9JVGB9NTB|4107|8201|3643
34179873|BOGO|One-time Personal|2019-08-08 14:51:32.000000|Joan Watson|1|0.54|call-in|Paypal|3.54|408|LPO62RIGSO|4083|8272|1647
34127430|10%OFF|Regional|2019-06-29 10:34:59.000000|Owen King|5|0.23|in-store|Debit Card|1.23|135|Z6KL6LLF51|4075|8540|1036
35098026|5%OFF|Regional|2019-03-16 07:10:35.000000|Amy Mackay|2|0.91|mobile-app|Paypal|7.91|406|J8GBMKA0VH|4041|8613|2239
35223807|BOGO|Multi-Use Personal|2019-06-30 07:16:27.000000|Ruth Hardacre|1|1.21|in-store|Google Pay|7.21|83|TWESVK8NI0|4029|8623|2906
37528035||National|2019-04-23 15:52:39.000000|Ella Lewis|3|0.72|in-store|Stripe|4.72|59|XZMZYY9EO5|4378|8456|2544
39736824|10%OFF|Regional|2018-12-05 17:33:02.000000|Madeleine Mills|2|2.42|mobile-app|Stripe|3.42|30|B6ZPLJ2G5R|4478|8805|2560
34459895|5%OFF|One-time Personal|2018-06-29 14:57:39.000000|Dominic Black|4|0.30|in-store|Gift Card|6.30|510|JUK1WNL0PD|4008|8313|217
34099461|5%OFF|Multi-Use Personal|2019-06-06 10:50:01.000000|Leonard Scott|3|1.16|drive-thru|Cash|8.16|304|CSC0YG53W5|4085|8331|3939
34744022|10%OFF|National|2019-07-11 16:53:43.000000|Emma Manning|1|1.82|drive-thru|Paypal|8.82|472|UFL7VHXB6C|4211|8204|2588
33693876|10%OFF|One-time Personal|2018-03-28 12:47:31.000000|Stewart Churchill|1|0.42|drive-thru|Google Pay|2.42|326|XPJXVGM3BI|4079|8384|27
34795444|BUY5GET1|One-time Personal|2019-09-12 14:09:21.000000|Sean McLean|5|3.99|mobile-app|Cash|9.99|589|R1B40U3V36|4209|8305|713
38531219|BOGO|One-time Personal|2019-12-22 00:00:00.000000|Bella Mackenzie|5|0.09|call-in|Gift Card|3.09|211|HHTKCFNRW7|4364|8269|1316
34654422|10%OFF|Multi-Use Personal|2019-03-14 14:11:13.000000|Piers Coleman|1|1.89|mobile-app|Google Pay|8.89|278|GAEPIUZWIC|4181|8377|2076
34797440||National|2019-09-15 13:18:16.000000|Neil Gray|5|0.70|call-in|Credit Card|5.70|424|7UYR2NCKWC|4187|8158|2396
33668624||Multi-Use Personal|2018-02-01 13:18:41.000000|Joan Davidson|1|1.05|drive-thru|Debit Card|8.05|51|T96YII8VQE|4086|8248|260
34556602|BOGO|Regional|2018-12-04 10:39:32.000000|Frank Hunter|4|0.07|call-in|Debit Card|7.07|101|08W6E03THE|4181|8176|202
